buoy,date,water_depth,solar_zenith_angle,Ed_PAR,chlorophyll
M01,2001-07-01,285,NA,0,12.826481188118812
M01,2001-08-01,285,NA,0,2.371021571072319
M01,2001-09-01,285,NA,0,2.183160714285714
M01,2001-10-01,285,NA,0,2.84316320754717
M01,2002-06-01,285,1.2303434199826389,118.59225387175914,1.349679954954955
M01,2002-07-01,285,1.2873117125327511,119.09980252707837,2.5841224324324323
M01,2002-08-01,285,1.3366653753846154,131.34942729044369,2.9103561904761905
M01,2002-10-01,285,1.924798340625,59.1610025,0.623916
M01,2003-07-01,285,1.2723523531318681,258.7798213913841,70.5903061971831
M01,2003-08-01,285,1.3656428429340512,329.66934629932706,NA
M01,2003-09-01,285,1.5186619952777778,277.45345722619874,NA
M01,2003-10-01,285,1.6433161990062113,141.94214444532295,1.727225263888889
M01,2003-11-01,285,NA,43.3143689141655,1.1800459333333333
M01,2003-12-01,285,NA,17.86148590564516,0.8761936182795699
M01,2004-01-01,285,NA,22.273270585714286,0.8117431781701444
M01,2004-02-01,285,NA,18.684706372988504,0.9489296436781609
M01,2004-03-01,285,NA,9.215507070188172,2.1513254153225807
M01,2004-04-01,285,NA,12.282040623680556,17.059129320833332
M01,2004-05-01,285,NA,38.506128213037634,35.62200657997312
M01,2004-06-01,285,NA,44.13457800526316,10.592354804210526
M01,2004-07-01,285,NA,198.08741102527077,0.13304356665407607
M01,2004-08-01,285,NA,257.66545111790043,0.3126296351404056
M01,2004-09-01,285,NA,202.12957828268551,0.7964770413539007
M01,2004-10-01,285,NA,62.01581901591676,1.6532936261593683
M01,2004-11-01,285,NA,41.90319915777934,1.4523546618541667
M01,2004-12-01,285,NA,22.405474249640637,1.1232295239046304
M01,2005-01-01,285,NA,29.86346807908172,1.1011910231392406
M01,2005-02-01,285,NA,93.17513651622023,1.6990042950595239
M01,2005-03-01,285,NA,150.06612813803764,1.9619997724462366
M01,2005-04-01,285,NA,148.15821767361112,2.8794385008333334
M01,2005-05-01,285,1.2726816210843372,121.31359021452859,1.7378023382678376
M01,2005-06-01,285,1.2469972971111112,158.78890268470283,1.4469381804405594
M01,2005-07-01,285,1.2697932411155914,191.7716113282193,1.6562555995547765
M01,2005-08-01,285,1.3702049597580646,249.95283261222983,3.059527439396927
M01,2005-09-01,285,1.5242314127222223,255.16027895057707,1.9423553595377643
M01,2005-10-01,285,1.6746159979310344,66.04965349044636,1.2634139656442647
M01,2005-11-01,285,NA,49.77329302377143,0.9210982790620359
M01,2005-12-01,285,NA,41.072082187365595,0.43265335629375
M01,2006-01-01,285,NA,44.55810972778542,0.813213227281065
M01,2006-02-01,285,NA,44.31841649588529,0.7772319983883985
M01,2006-03-01,285,NA,58.089651247490906,1.6818979421169356
M01,2006-04-01,285,NA,31.88962117319666,2.07012083186014
M01,2006-05-01,285,NA,39.62166771557299,1.2977345254301076
M01,2006-06-01,285,NA,49.56179662264151,1.1303907113469676
M01,2006-07-01,285,NA,89.04117429818346,1.2207952688671193
M01,2006-08-01,285,NA,234.34092343387096,0.7856111689935588
M01,2006-09-01,285,NA,177.89357054144645,1.4049556809233577
M01,2006-10-01,285,NA,18.52118053225981,2.1788595887911053
M01,2006-11-01,285,NA,8.347841272025317,0.6148129240912922
M01,2006-12-01,285,NA,10.576554863172044,0.1257254680113889
M01,2007-01-01,285,NA,5.6102624897711975,0.2581827060423358
M01,2007-02-01,285,NA,2.544375955897436,0.19429751167958115
M01,2007-03-01,285,NA,2.0610387523571427,0.5843249511523972
M01,2007-04-01,285,NA,0.8765992067088607,6.042539151351852
M01,2007-05-01,285,NA,2.9860247114723926,2.516864763615441
